DESCRIPTION,CHALLENGE,TRIGGERED,PREDICTION,OTHERBayes,OTHERS,STATUS
Put it on a wall in your home. ,TCO,"['', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 6.6074090028006815e-06, complexBayes 3.7308792961651766e-07, linClass: 0 0, USE: 0 0.72072244","BayesTCO: 1.113601934112645e-05, BayesMixed 3.167348950140365e-05, BayesMixed w/o dups 3.982742419250573e-05, compl BayesTCO: 3.218873574287442e-07, compl BayesMixed: 1.2594974791565545e-07, compl BayesMixed w/o dups: 3.158367687961345e-07","Lin Class: 0 0, USE mixed: 0 0.70873606",usable
You could add it to your steering wheel so that you can control various parts of your car.,TCO,"['', 'Wordcount']","Bayes: 1.0007285674681864e-06, complexBayes 0.9988197271393093, linClass: 0 0, USE: 0 0.83671504","BayesTCO: 1.4612598591941993e-06, BayesMixed 4.1519411904073764e-07, BayesMixed w/o dups 3.9098209530978335e-07, compl BayesTCO: 0.9986261437895038, compl BayesMixed: 1.0737272550898855e-18, compl BayesMixed w/o dups: 3.029147823447524e-17","Lin Class: 0 0, USE mixed: 0 0.8752329",usable
You can apply it on your fridge door to regulate temperatures or show the content without opening,TCO,"['', 'Wordcount']","Bayes: 1.617110591854633e-07, complexBayes 1.1555281639472533e-07, linClass: 0 0, USE: 0 0.9208982","BayesTCO: 1.72012762544892e-07, BayesMixed 9.874124127580013e-08, BayesMixed w/o dups 1.7200071448756034e-07, compl BayesTCO: 6.406698271915709e-08, compl BayesMixed: 2.887928485336874e-12, compl BayesMixed w/o dups: 7.661946595064726e-13","Lin Class: 0 0, USE mixed: 0 0.92831767",usable
a touch screen board. You could use it for presentation. You would have to use a special pen made for the screen to write on it. It would be a transparent glass but with touch display innovation.,TCO,[''],"Bayes: 2.1340024230251818e-10, complexBayes 0.9999998405462572, linClass: 0 0, USE: 0 0.8093089","BayesTCO: 3.8927726124805276e-10, BayesMixed 3.67933130278471e-09, BayesMixed w/o dups 3.794367635745929e-09, compl BayesTCO: 0.9999999677948785, compl BayesMixed: 4.6787665907905646e-26, compl BayesMixed w/o dups: 7.848499546638226e-24","Lin Class: 0 0, USE mixed: 0 0.9353933",usable
Libraries could have a screen where patrons can look for books.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.00021967505072901413, complexBayes 8.59730987420854e-07, linClass: 0 0, USE: 0 0.69418675","BayesTCO: 0.0002978053153036033, BayesMixed 0.00022607263096631447, BayesMixed w/o dups 0.0003401160623268135, compl BayesTCO: 6.372898013095178e-07, compl BayesMixed: 3.186341313049731e-08, compl BayesMixed w/o dups: 1.262495264696695e-07","Lin Class: 0 0, USE mixed: 0 0.9206578",usable
touch screen stand mixer that can display recipes and check off ingredients as you put them in,TCO,"['', 'Wordcount']","Bayes: 6.897105309209012e-07, complexBayes 2.6410170970959518e-06, linClass: 0 0, USE: 0 0.7392729","BayesTCO: 1.0659446626697014e-06, BayesMixed 1.2698213302500133e-05, BayesMixed w/o dups 1.822400561062665e-05, compl BayesTCO: 1.923280961797974e-06, compl BayesMixed: 3.4772463352775824e-05, compl BayesMixed w/o dups: 0.00010715769139110346","Lin Class: 0 0, USE mixed: 0 0.89025843",usable
Put it on a refrigerator so that it can tell you what foods you have and suggest recipes.,TCO,"['', 'Wordcount']","Bayes: 1.352544692014076e-09, complexBayes 4.661251279119406e-15, linClass: 0 0, USE: 0 0.96144253","BayesTCO: 1.0076814836054064e-09, BayesMixed 1.6164150375583686e-07, BayesMixed w/o dups 3.561895877787406e-07, compl BayesTCO: 1.5380992088019706e-15, compl BayesMixed: 1.997097159475916e-14, compl BayesMixed w/o dups: 1.6524698227492543e-13","Lin Class: 0 0, USE mixed: 0 0.9083215",usable
"The technology is based around an algorithm that’s able to read a finger press by sensing changes in the flow of electricity over a conductive surface. This concept is called electric field tomography, and involves running small amounts of current through pairs of electrodes and looking for any voltage differences. By attaching electrodes to the periphery of the object covered in Carnegie Mellon’s smart conductive coating, Harrison and colleagues demonstrated that it was possible to sense exactly where a touch had been place",TCO,"['', 'sentencestructure3', 'containsName']","Bayes: 1.0, complexBayes 1.0, linClass: 0 0, USE: 1 0.99835074","BayesTCO: 1.0, BayesMixed 5.542312246547943e-05, BayesMixed w/o dups 5.443044781343155e-05, compl BayesTCO: 1.0, compl BayesMixed: 3.3638713475450476e-10, compl BayesMixed w/o dups: 2.96935350024265e-11","Lin Class: 0 0, USE mixed: 0 0.63151777",unusable
You could turn your front yard into any location you want to be or to create a dance floor and have a party ,TCO,[''],"Bayes: 4.245041315457527e-05, complexBayes 1.0, linClass: 0 0, USE: 0 0.81708723","BayesTCO: 2.525929556960777e-05, BayesMixed 6.784358979913697e-08, BayesMixed w/o dups 1.2150889038191332e-07, compl BayesTCO: 1.0, compl BayesMixed: 8.833558931725328e-17, compl BayesMixed w/o dups: 6.417500328844618e-16","Lin Class: 0 0, USE mixed: 0 0.92404956",unusable
An entire wall or room could be a touch display. I'm thinking an entire interactive room. A bigger room could potentially become an IMAX movie theater. ,TCO,[''],"Bayes: 0.9997411048190448, complexBayes 0.9999786497867946, linClass: 0 0, USE: 1 0.9287242","BayesTCO: 0.9998795428941886, BayesMixed 4.6691462479199104e-06, BayesMixed w/o dups 2.471598692047585e-06, compl BayesTCO: 0.9999507277179471, compl BayesMixed: 2.112761142964675e-06, compl BayesMixed w/o dups: 1.12200835405262e-06","Lin Class: 0 0, USE mixed: 0 0.56587434",usable
Put it on a mirror to let people view what different outfits or hairstyles or makeup would look like on them,TCO,[''],"Bayes: 7.055360507277278e-11, complexBayes 1.0593815830270841e-10, linClass: 0 0, USE: 0 0.87908345","BayesTCO: 2.1332203325588036e-10, BayesMixed 5.720428131366525e-10, BayesMixed w/o dups 7.496851102646044e-10, compl BayesTCO: 0.9999999999999964, compl BayesMixed: 1.0415913235029563e-12, compl BayesMixed w/o dups: 1.4251262688702047e-14","Lin Class: 0 0, USE mixed: 0 0.97534084",usable
Light switches,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.30769230769230776, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.9243915","BayesTCO: 0.30769230769230776, BayesMixed 0.39898190045248866, BayesMixed w/o dups 0.431113557145478, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.2791452314998022, compl BayesMixed w/o dups: 0.30654839551265317","Lin Class: 0 0, USE mixed: 1 0.517046",unusable
A touch display briefcase or backpack would be multifunctional.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 4.7932591205655125e-05, complexBayes 1.5632836597618698e-05, linClass: 0 0, USE: 1 0.7115016","BayesTCO: 5.706235698174356e-05, BayesMixed 0.0003822859842097459, BayesMixed w/o dups 0.0004466739082518292, compl BayesTCO: 9.128278125291921e-06, compl BayesMixed: 0.003239398885546054, compl BayesMixed w/o dups: 0.017295451352186998","Lin Class: 0 0, USE mixed: 0 0.6461043",usable
wine identification touch table. You put your wine on top of the touch table and it would display all the details of the wine. ,TCO,[''],"Bayes: 0.9983224927909878, complexBayes 0.9999999998496821, linClass: 0 0, USE: 1 0.6064812","BayesTCO: 0.9979150141225658, BayesMixed 3.910028146931416e-06, BayesMixed w/o dups 4.857414556479508e-06, compl BayesTCO: 0.9999999993680627, compl BayesMixed: 1.3628114756173211e-10, compl BayesMixed w/o dups: 9.630796720013913e-11","Lin Class: 0 0, USE mixed: 0 0.51960206",unusable
apply it in offices for presentations,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.037250444296175696, complexBayes 0.05919479138984852, linClass: 0 0, USE: 1 0.84054697","BayesTCO: 0.04493329551133569, BayesMixed 0.007859785198729683, BayesMixed w/o dups 0.007711244771298781, compl BayesTCO: 0.027056273089107182, compl BayesMixed: 0.003908006239241714, compl BayesMixed w/o dups: 0.0071303865143939","Lin Class: 0 0, USE mixed: 0 0.8203406",usable
A long armband fitted around the wrist that would act as a display for wearable gadgets.,TCO,"['', 'Wordcount']","Bayes: 0.9999997892001071, complexBayes 1.7522585898030403e-06, linClass: 0 0, USE: 1 0.6375748","BayesTCO: 0.9999998736866749, BayesMixed 0.0003773946344822898, BayesMixed w/o dups 0.0003284584937485261, compl BayesTCO: 0.999997038040396, compl BayesMixed: 2.7465722378342043e-06, compl BayesMixed w/o dups: 2.3773443801475673e-06","Lin Class: 0 0, USE mixed: 0 0.80790913",usable
A desk with a coating on top with turns the desktop into a keyboard touch display.,TCO,"['', 'Wordcount']","Bayes: 2.8741092035980316e-05, complexBayes 1.0, linClass: 0 0, USE: 1 0.93338734","BayesTCO: 2.4600102070997618e-05, BayesMixed 0.9437209296837716, BayesMixed w/o dups 0.9087286607437365, compl BayesTCO: 1.0, compl BayesMixed: 0.21109334752603182, compl BayesMixed w/o dups: 0.3605968632957129","Lin Class: 0 0, USE mixed: 1 0.6091478",usable
"kids table with a touch display. An interactive app for learning embedded in the touch display.  So, kids could learn and play with it. ",TCO,[''],"Bayes: 4.517999601448643e-08, complexBayes 0.9997970124729577, linClass: 0 0, USE: 1 0.9742269","BayesTCO: 7.10981955051847e-08, BayesMixed 3.164900081121385e-08, BayesMixed w/o dups 7.042133505080762e-08, compl BayesTCO: 0.9999999999999998, compl BayesMixed: 3.9047043373577385e-11, compl BayesMixed w/o dups: 1.4828784547041914e-10","Lin Class: 0 0, USE mixed: 0 0.6887008",usable
A fish tank with a coating on it that shows the touch display of the temperature so you can adjust it right on the tank.,TCO,[''],"Bayes: 3.784010716318951e-09, complexBayes 1.3381447054427147e-13, linClass: 0 0, USE: 0 0.5314688","BayesTCO: 2.047458589259249e-09, BayesMixed 4.72232535763538e-06, BayesMixed w/o dups 1.1514252210276628e-05, compl BayesTCO: 0.1751635339997909, compl BayesMixed: 1.4167577892260573e-14, compl BayesMixed w/o dups: 2.3809297144506057e-14","Lin Class: 0 0, USE mixed: 0 0.69765294",usable
"You could coat a mirror with it and allow the user to touch the mirror to adjust lighting, tone, magnification, etc. ",TCO,[''],"Bayes: 5.85864619089815e-08, complexBayes 0.9992366139518546, linClass: 0 0, USE: 0 0.5789279","BayesTCO: 7.23839724472772e-08, BayesMixed 3.1550511314337457e-07, BayesMixed w/o dups 2.5550394425525104e-07, compl BayesTCO: 0.9994173515481531, compl BayesMixed: 6.111126200026664e-11, compl BayesMixed w/o dups: 1.1487837290294521e-11","Lin Class: 0 0, USE mixed: 0 0.84684616",usable
A plain clipboard that can be used as a personal tablet.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.0008351665381413146, complexBayes 1.0036745391923425e-07, linClass: 0 0, USE: 1 0.5588996","BayesTCO: 0.001655463862458695, BayesMixed 7.186795854225567e-05, BayesMixed w/o dups 4.6444430201944494e-05, compl BayesTCO: 8.292803451463165e-08, compl BayesMixed: 1.4954056473049436e-29, compl BayesMixed w/o dups: 5.922201375031833e-28","Lin Class: 0 0, USE mixed: 0 0.7352198",usable
interactive drawer that you put your mobile phones and desktop computer to find information quickly,TCO,"['', 'Wordcount']","Bayes: 1.6894533170240594e-06, complexBayes 3.065180315047449e-05, linClass: 0 0, USE: 0 0.5321902","BayesTCO: 1.583985856779243e-06, BayesMixed 2.8073739454046254e-05, BayesMixed w/o dups 6.907689753251512e-05, compl BayesTCO: 0.9999999604237104, compl BayesMixed: 0.00011336953243311752, compl BayesMixed w/o dups: 0.0004636166984974949","Lin Class: 0 0, USE mixed: 0 0.87943643",unusable
Apply to desk tops for ease,TCO,"['', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.044117715605844335, complexBayes 0.11906687402799375, linClass: 0 0, USE: 0 0.53510684","BayesTCO: 0.05016243294151368, BayesMixed 0.055963362553769894, BayesMixed w/o dups 0.06521572683094579, compl BayesTCO: 0.111682303045881, compl BayesMixed: 0.07163153157275476, compl BayesMixed w/o dups: 0.09058475056819565","Lin Class: 0 0, USE mixed: 0 0.818564",usable
Pizza Box That Separates Into Plates And Stores Leftovers,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.006008575695566803, complexBayes 0.026975412978207276, linClass: 0 0, USE: 1 0.67916507","BayesTCO: 0.010668022955228436, BayesMixed 0.01073306518683861, BayesMixed w/o dups 0.010857463161419714, compl BayesTCO: 0.018506252520103877, compl BayesMixed: 0.04398544127409062, compl BayesMixed w/o dups: 0.052626670503455264","Lin Class: 0 0, USE mixed: 0 0.62474895",unusable
"Use the coating on windows and tap on the window to identify people, cars, wildlife, etc.",TCO,"['', 'Wordcount']","Bayes: 6.780647896066814e-07, complexBayes 4.6653836353586204e-07, linClass: 0 0, USE: 1 0.6223308","BayesTCO: 3.4977860590647986e-06, BayesMixed 8.191025645992185e-06, BayesMixed w/o dups 9.132939790756153e-07, compl BayesTCO: 3.0792979314324753e-07, compl BayesMixed: 2.9172934519207223e-09, compl BayesMixed w/o dups: 2.6958544211596466e-10","Lin Class: 0 0, USE mixed: 0 0.76549137",usable
"You can have an athletic shirt sleeve that gives you feedback on your heart rate, perspiration amounts, breathing rate, etc.",TCO,[''],"Bayes: 1.73822106290434e-05, complexBayes 9.671215088572235e-06, linClass: 0 0, USE: 1 0.5866848","BayesTCO: 5.972695680109284e-05, BayesMixed 8.438581087312153e-06, BayesMixed w/o dups 2.2181983898670172e-05, compl BayesTCO: 1.3244628477960369e-05, compl BayesMixed: 8.933081491534547e-07, compl BayesMixed w/o dups: 4.450887648583283e-06","Lin Class: 0 0, USE mixed: 0 0.51434535",usable
"It could be used as a wall poster that can display any image you want, even moving images.",TCO,"['', 'Wordcount']","Bayes: 3.4167176107431896e-08, complexBayes 0.8379820359123323, linClass: 0 0, USE: 0 0.7591341","BayesTCO: 6.288803576854467e-08, BayesMixed 3.310927438909293e-10, BayesMixed w/o dups 6.66290958582945e-10, compl BayesTCO: 0.7169049547797329, compl BayesMixed: 1.489122968352311e-41, compl BayesMixed w/o dups: 4.01900611935974e-40","Lin Class: 0 0, USE mixed: 0 0.8822",usable
You can have a beach towel that displays weather information and also provides scenic images to lay on.,TCO,"['', 'Wordcount']","Bayes: 2.294141805895093e-06, complexBayes 3.316387970266163e-08, linClass: 0 0, USE: 0 0.73430747","BayesTCO: 2.8330611651864494e-06, BayesMixed 5.91672092643855e-07, BayesMixed w/o dups 3.024446310079557e-07, compl BayesTCO: 8.903719602353165e-09, compl BayesMixed: 1.6255285016680717e-05, compl BayesMixed w/o dups: 2.141548678570554e-05","Lin Class: 0 0, USE mixed: 0 0.89790803",usable
Turn road signs into touchscreens for navigation and local information retrieval.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.003151092168088891, complexBayes 0.6332869848734409, linClass: 0 0, USE: 1 0.85692924","BayesTCO: 0.006107402810510213, BayesMixed 0.0015872093800792042, BayesMixed w/o dups 0.0011509991046078924, compl BayesTCO: 0.8206463038464907, compl BayesMixed: 0.12148049216660892, compl BayesMixed w/o dups: 0.10822482013926892","Lin Class: 0 0, USE mixed: 0 0.84874743",usable
Coat entire walls for theater movie experiences.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.9999999999341703, complexBayes 0.033502538071065985, linClass: 0 0, USE: 1 0.90784806","BayesTCO: 0.9999999999383075, BayesMixed 0.009788949276409055, BayesMixed w/o dups 0.013260997173761226, compl BayesTCO: 0.02784810126582278, compl BayesMixed: 0.04704496211264185, compl BayesMixed w/o dups: 0.052205643280350975","Lin Class: 0 0, USE mixed: 0 0.71647483",usable
Applied to car exterior for customizable colors and styles.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.009908281525191898, complexBayes 0.09058583205915764, linClass: 0 0, USE: 0 0.52225274","BayesTCO: 0.032571662371767444, BayesMixed 0.0011727477846344512, BayesMixed w/o dups 0.0003882167534550685, compl BayesTCO: 0.5300651264508658, compl BayesMixed: 0.006600753412394088, compl BayesMixed w/o dups: 0.0009085502519355306","Lin Class: 0 0, USE mixed: 0 0.85832024",usable
"instant gps
",TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.30769230769230776, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.9297407","BayesTCO: 0.30769230769230776, BayesMixed 0.2250654074404952, BayesMixed w/o dups 0.24899343081161263, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.2285714285714286, compl BayesMixed w/o dups: 0.2285714285714286","Lin Class: 0 0, USE mixed: 0 0.5990133",unusable
able to transform any object or surface into a smart touch-sensitive one using nothing more than a fresh coat of paint. ,TCO,[''],"Bayes: 1.0, complexBayes 1.0, linClass: 0 0, USE: 1 0.92447615","BayesTCO: 1.0, BayesMixed 0.0014788154164346286, BayesMixed w/o dups 0.00012502987722232833, compl BayesTCO: 1.0, compl BayesMixed: 0.9999999977418539, compl BayesMixed w/o dups: 0.9999999827532571","Lin Class: 0 0, USE mixed: 0 0.72737134",unusable
"Once upon a time, the way to get a computer to do something useful was to feed it a stack of cards with holes punched into them. Thankfully, things have moved on a lot since then. Now we can get our computers to do things simply by pointing and clicking with a mouse—or even by speaking ordinary commands with voice recognition software. But there's a revolution coming that will make computers even easier to use with touch sensitive screens.",TCO,[''],"Bayes: 1.0, complexBayes 1.0, linClass: 0 0, USE: 0 0.5554061","BayesTCO: 1.0, BayesMixed 1.206572098317235e-10, BayesMixed w/o dups 2.6919545142693124e-09, compl BayesTCO: 1.0, compl BayesMixed: 2.938119202781455e-11, compl BayesMixed w/o dups: 1.3798025899515878e-11","Lin Class: 0 0, USE mixed: 0 0.9638053",unusable
